x	y
-1.9696969696969697	-2.09383452907601
-1.9090909090909092	-2.1025560887249863
-1.8484848484848482	-2.1008337087768276
-1.7878787878787876	-2.0917893180849885
-1.7844646160707347	-2.090909090909091
-1.7272727272727273	-2.0777109728157486
-1.6666666666666665	-2.0595851984409848
-1.606060606060606	-2.0375461995877733
-1.5893212335496743	-2.0303030303030303
-1.5454545454545454	-2.0132153603884477
-1.4848484848484849	-1.9862221304371217
-1.45218243404502	-1.9696969696969697
-1.4242424242424243	-1.9569079170221417
-1.3636363636363635	-1.9259693189095874
-1.3339479081097942	-1.9090909090909092
-1.303030303030303	-1.8931041689873698
-1.2424242424242424	-1.8584386087064533
-1.2264376959139316	-1.8484848484848486
-1.1818181818181817	-1.823083910228691
-1.1263657194835366	-1.7878787878787878
-1.121212121212121	-1.7848755133360366
-1.0606060606060606	-1.747294571747436
-1.0312245418591612	-1.7272727272727275
-1.0	-1.707637636077578
-0.94090179212638	-1.6666666666666665
-0.9393939393939394	-1.6656982282592936
-0.8787878787878789	-1.6249717700860304
-0.8530066186961325	-1.606060606060606
-0.8181818181818183	-1.582267950185309
-0.7687634955022422	-1.5454545454545454
-0.7575757575757573	-1.5376615916306504
-0.6969696969696968	-1.4928542112357313
-0.6867039946106108	-1.4848484848484849
-0.6363636363636362	-1.447940733267481
-0.606398040304185	-1.4242424242424243
-0.5757575757575757	-1.4013717726461472
-0.5287046448480419	-1.3636363636363635
-0.5151515151515151	-1.353337470345948
-0.4545454545454546	-1.3042356746637898
-0.45309638051571605	-1.303030303030303
-0.39393939393939403	-1.2561504645546613
-0.37764780962383404	-1.2424242424242424
-0.33333333333333304	-1.2067149747695787
-0.30415855978357387	-1.1818181818181817
-0.2727272727272725	-1.1560642286679523
-0.23240422783886167	-1.121212121212121
-0.21212121212121193	-1.1043134508362256
-0.1621928812439074	-1.0606060606060606
-0.15151515151515138	-1.0515606193672924
-0.09336039832500041	-1.0
-0.09090909090909083	-0.997888589469943
-0.03030303030303028	-0.9443643863122357
-0.024843519266826854	-0.9393939393939394
0.030303030303030276	-0.8903518045104083
0.04285637084318012	-0.8787878787878789
0.09090909090909083	-0.8353798051594608
0.10936056840616695	-0.8181818181818183
0.15151515151515138	-0.7795010330673091
0.17476399561712302	-0.7575757575757573
0.21212121212121238	-0.7227564668737738
0.23914577876427162	-0.6969696969696968
0.27272727272727293	-0.6651762301594517
0.3025709136306539	-0.6363636363636362
0.3333333333333335	-0.6067801799692057
0.36509161398843115	-0.5757575757575757
0.39393939393939403	-0.5475782890409613
0.4267483821644185	-0.5151515151515151
0.4545454545454546	-0.48757083222725295
0.48757083222725295	-0.4545454545454546
0.5151515151515151	-0.4267483821644185
0.5475782890409613	-0.39393939393939403
0.5757575757575757	-0.36509161398843115
0.6067801799692062	-0.33333333333333304
0.6363636363636367	-0.30257091363065347
0.665176230159452	-0.2727272727272725
0.6969696969696972	-0.2391457787642711
0.7227564668737742	-0.21212121212121193
0.7575757575757578	-0.1747639956171226
0.7795010330673091	-0.15151515151515138
0.8181818181818183	-0.10936056840616695
0.8353798051594608	-0.09090909090909083
0.8787878787878789	-0.04285637084318012
0.8903518045104083	-0.030303030303030276
0.9393939393939394	0.024843519266826854
0.9443643863122357	0.03030303030303028
0.997888589469943	0.09090909090909083
1.0	0.09336039832500041
1.0515606193672924	0.15151515151515138
1.0606060606060606	0.1621928812439074
1.104313450836226	0.21212121212121238
1.121212121212121	0.23240422783886167
1.156064228667953	0.27272727272727293
1.1818181818181817	0.30415855978357376
1.2067149747695791	0.3333333333333335
1.2424242424242422	0.3776478096238338
1.2561504645546613	0.39393939393939403
1.3030303030303028	0.4530963805157157
1.3042356746637898	0.4545454545454546
1.353337470345948	0.5151515151515151
1.3636363636363633	0.5287046448480417
1.4013717726461472	0.5757575757575757
1.4242424242424248	0.6063980403041858
1.4479407332674812	0.6363636363636367
1.4848484848484853	0.6867039946106116
1.4928542112357315	0.6969696969696971
1.5376615916306506	0.7575757575757578
1.5454545454545459	0.7687634955022428
1.582267950185309	0.8181818181818183
1.6060606060606064	0.8530066186961331
1.6249717700860304	0.8787878787878789
1.6656982282592938	0.9393939393939394
1.666666666666667	0.9409017921263805
1.7076376360775778	1.0
1.7272727272727275	1.0312245418591615
1.7472945717474357	1.0606060606060606
1.7848755133360366	1.121212121212121
1.787878787878788	1.1263657194835373
1.823083910228691	1.1818181818181817
1.8484848484848486	1.2264376959139323
1.8584386087064528	1.2424242424242422
1.8931041689873698	1.3030303030303028
1.9090909090909092	1.3339479081097942
1.9259693189095872	1.3636363636363633
1.956907917022142	1.4242424242424248
1.9696969696969697	1.4521824340450196
1.9862221304371217	1.4848484848484853
2.0132153603884477	1.5454545454545459
2.0303030303030303	1.5893212335496745
2.0375461995877733	1.6060606060606064
2.0595851984409848	1.666666666666667
2.0777109728157486	1.7272727272727275
2.090909090909091	1.784464616070734
2.091789318084989	1.7878787878787883
2.1008337087768276	1.8484848484848486
2.1025560887249863	1.9090909090909092
2.09383452907601	1.9696969696969697
2.090909090909091	1.9780159475443395
2.064912419312396	2.0303030303030303
2.0303030303030303	2.064912419312396
1.9780159475443395	2.090909090909091
1.9696969696969697	2.09383452907601
1.9090909090909092	2.1025560887249863
1.8484848484848486	2.1008337087768276
1.7878787878787883	2.091789318084989
1.784464616070734	2.090909090909091
1.7272727272727275	2.0777109728157486
1.666666666666667	2.0595851984409848
1.6060606060606064	2.0375461995877733
1.5893212335496745	2.0303030303030303
1.5454545454545459	2.0132153603884477
1.4848484848484853	1.9862221304371217
1.4521824340450196	1.9696969696969697
1.4242424242424248	1.956907917022142
1.3636363636363633	1.9259693189095872
1.3339479081097942	1.9090909090909092
1.3030303030303028	1.8931041689873698
1.2424242424242422	1.8584386087064528
