16/02/2007 19.00,0.053,0.078,0.06,0.014,0.038,0,0.06,0.066,0.073
16/02/2007 20.00,0.081,0.078,0.074,0,0,0,0.051,0.072,0.114
16/02/2007 21.00,0.07,0.09,0.07,0,0.005,0,0.062,0.042,0.161
16/02/2007 22.00,0.036,0.132,0.049,0,0,0,0.063,0.055,0.195
16/02/2007 23.00,0.034,0.055,0.046,0,0,0,0.08,0.042,0.243
17/02/2007 00.00,0.057,0,0,0,0,0,0.049,0.177,0.209
17/02/2007 01.00,0.047,0,0,0,0,0,0.01,0.09,0.063
17/02/2007 02.00,0,0,0,0,0,0.125,0,0.022,0
17/02/2007 03.00,0,0,0,0,0,0.116,0,0,0
17/02/2007 04.00,0,0,0,0,0,0.297,0,0,0
17/02/2007 05.00,0,0,0,0,0,0.201,0,0,0
17/02/2007 06.00,0,0,0,0.023,0.065,0.211,0,0,0
17/02/2007 07.00,0.039,0.008,0.02,0.2,0.35,0.373,0.151,0.079,0.021
17/02/2007 08.00,0.066,0.05,0.066,0.566,0.543,0.58,0.173,0.165,0.157
17/02/2007 09.00,0.119,0.084,0.163,0.307,0.445,0.406,0.166,0.139,0.18
17/02/2007 10.00,0.278,0.193,0.191,0.269,0.261,0.187,0.155,0.154,0.16
17/02/2007 11.00,0.281,0.366,0.294,0.446,0.301,0.285,0.237,0.136,0.114
17/02/2007 12.00,0.248,0.306,0.289,0.62,0.635,0.34,0.208,0.177,0.131
17/02/2007 13.00,0.153,0.233,0.203,0.373,0.302,0.282,0.109,0.106,0.159
17/02/2007 14.00,0.058,0.043,0.052,0.244,0.165,0.088,0.021,0,0
17/02/2007 15.00,0.114,0.11,0.105,0.363,0.381,0.199,0.055,0.047,0.047
17/02/2007 16.00,0.52,0.328,0.251,0.629,0.508,0.355,0.183,0.146,0.121
17/02/2007 17.00,0.508,0.339,0.579,0.711,0.657,0.54,0.262,0.195,0.217
17/02/2007 18.00,0.582,0.674,0.675,0.729,0.655,0.753,0.319,0.256,0.253
17/02/2007 19.00,0.73,0.712,0.489,0.788,0.792,0.779,0.594,0.413,0.27
17/02/2007 20.00,0.855,0.552,0.705,0.795,0.838,0.866,0.693,0.619,0.388
17/02/2007 21.00,0.872,0.677,0.788,0.857,0.872,0.783,0.872,0.662,0.482
17/02/2007 22.00,0.731,0.553,0.605,0.738,0.671,0.61,0.624,0.614,0.437
17/02/2007 23.00,0.842,0.613,0.872,0.872,0.872,0.872,0.872,0.872,0.872
18/02/2007 00.00,0.872,0.872,0.872,0.872,0.872,0.53,0.872,0.872,0.872
18/02/2007 01.00,0.872,0.872,0.872,0.691,0.872,0.872,0.872,0.872,0.872
18/02/2007 02.00,0.872,0.872,0.872,0.842,0.872,0.872,0.872,0.872,0.872
18/02/2007 03.00,0.785,0.872,0.872,0.872,0.872,0.872,0.661,0.872,0.872
18/02/2007 04.00,0.721,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
18/02/2007 05.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
18/02/2007 06.00,0.872,0.872,0.872,0.289,0.872,0.872,0.872,0.872,0.872
18/02/2007 07.00,0.872,0.872,0.872,0.174,0.498,0.872,0.872,0.872,0.872
18/02/2007 08.00,0.872,0.872,0.872,0.336,0.614,0.332,0.872,0.872,0.872
18/02/2007 09.00,0.872,0.872,0.872,0.482,0.872,0.513,0.872,0.872,0.872
18/02/2007 10.00,0.872,0.872,0.872,0.872,0.872,0.294,0.872,0.872,0.872
18/02/2007 11.00,0.872,0.872,0.872,0.872,0.872,0.256,0.872,0.872,0.872
18/02/2007 12.00,0.872,0.872,0.872,0.297,0.783,0.032,0.872,0.872,0.872
18/02/2007 13.00,0.872,0.872,0.872,0.209,0.617,0,0.737,0.872,0.761
18/02/2007 14.00,0.855,0.815,0.872,0.498,0.305,0,0.575,0.616,0.763
18/02/2007 15.00,0.872,0.854,0.872,0.452,0.265,0,0.518,0.496,0.866
18/02/2007 16.00,0.872,0.872,0.828,0.247,0.301,0.07,0.872,0.872,0.822
18/02/2007 17.00,0.872,0.872,0.789,0,0.15,0.114,0.514,0.872,0.872
18/02/2007 18.00,0.474,0.872,0.872,0.032,0.068,0.28,0.571,0.572,0.744
18/02/2007 19.00,0.872,0.872,0.872,0.048,0.241,0.749,0.669,0.749,0.79
18/02/2007 20.00,0.872,0.872,0.577,0.021,0.173,0.872,0.85,0.649,0.872
18/02/2007 21.00,0.83,0.872,0.872,0.872,0.063,0.872,0.872,0.778,0.872
18/02/2007 22.00,0.811,0.864,0.872,0.872,0.132,0.872,0.612,0.872,0.728
18/02/2007 23.00,0.872,0.872,0.872,0.872,0.814,0.872,0.872,0.829,0.872
19/02/2007 00.00,0.872,0.872,0.872,0.872,0.472,0.872,0.872,0.872,0.872
19/02/2007 01.00,0.872,0.872,0.872,0.741,0.339,0.872,0.872,0.872,0.872
19/02/2007 02.00,0.795,0.872,0.872,0,0.35,0.872,0.872,0.872,0.872
19/02/2007 03.00,0.872,0.872,0.872,0.113,0.872,0.822,0.757,0.872,0.872
19/02/2007 04.00,0.872,0.872,0.872,0,0.872,0.626,0.594,0.868,0.872
19/02/2007 05.00,0.872,0.503,0.872,0,0.872,0,0.38,0.872,0.853
19/02/2007 06.00,0.872,0.324,0.872,0,0.024,0.088,0.872,0.634,0.794
19/02/2007 07.00,0.581,0.872,0.872,0,0,0.178,0.872,0.872,0.682
19/02/2007 08.00,0.152,0.24,0.872,0,0,0.31,0.872,0.563,0.618
19/02/2007 09.00,0.278,0.633,0.529,0,0,0.161,0.601,0.657,0.669
19/02/2007 10.00,0.269,0.286,0.19,0,0,0.024,0.306,0.503,0.624
19/02/2007 11.00,0.085,0.132,0.175,0,0,0.036,0.347,0.214,0.391
19/02/2007 12.00,0.029,0.08,0.154,0,0,0,0.15,0.387,0.421
19/02/2007 13.00,0,0,0,0,0,0,0.095,0.044,0.107
19/02/2007 14.00,0,0,0,0,0,0,0,0,0.004
19/02/2007 15.00,0,0,0,0,0,0,0,0,0
19/02/2007 16.00,0,0,0,0.029,0.05,0.002,0,0,0
19/02/2007 17.00,0,0,0,0.063,0.09,0.013,0,0,0
19/02/2007 18.00,0,0,0,0.075,0.141,0.059,0,0,0
19/02/2007 19.00,0,0,0,0.153,0.137,0.085,0,0,0
19/02/2007 20.00,0.016,0,0.029,0.165,0.198,0.178,0.026,0.033,0
19/02/2007 21.00,0.122,0.06,0.088,0.321,0.191,0.248,0.097,0.068,0.148
19/02/2007 22.00,0.143,0.065,0.244,0.549,0.488,0.254,0.101,0.104,0.196
19/02/2007 23.00,0.34,0.223,0.265,0.396,0.872,0.767,0.324,0.218,0.382
20/02/2007 00.00,0.554,0.391,0.339,0.872,0.7,0.872,0.872,0.872,0.369
20/02/2007 01.00,0.859,0.686,0.872,0.872,0.872,0.872,0.872,0.872,0.544
20/02/2007 02.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.601
20/02/2007 03.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.81
20/02/2007 04.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
20/02/2007 05.00,0.872,0.872,0.872,0.461,0.872,0.601,0.872,0.872,0.704
20/02/2007 06.00,0.872,0.872,0.872,0.112,0.722,0.293,0.872,0.872,0.872
20/02/2007 07.00,0.839,0.872,0.872,0.309,0.189,0.306,0.872,0.872,0.872
20/02/2007 08.00,0.872,0.872,0.872,0.386,0.163,0.184,0.872,0.872,0.872
20/02/2007 09.00,0.872,0.872,0.872,0.626,0.18,0.279,0.872,0.872,0.872
20/02/2007 10.00,0.872,0.872,0.872,0.628,0.209,0.352,0.872,0.872,0.872
20/02/2007 11.00,0.872,0.872,0.872,0.648,0.434,0.36,0.872,0.872,0.872
20/02/2007 12.00,0.872,0.872,0.872,0.872,0.678,0.627,0.872,0.872,0.872
20/02/2007 13.00,0.872,0.872,0.635,0.872,0.872,0.838,0.749,0.842,0.835
20/02/2007 14.00,0.596,0.574,0.388,0.833,0.872,0.742,0.197,0.214,0.24
20/02/2007 15.00,0.448,0.469,0.425,0.383,0.701,0.505,0.168,0.179,0.272
20/02/2007 16.00,0.689,0.52,0.505,0.26,0.672,0.257,0.228,0.27,0.253
20/02/2007 17.00,0.779,0.544,0.781,0.14,0.448,0.148,0.21,0.241,0.309
20/02/2007 18.00,0.82,0.625,0.758,0.258,0.178,0.024,0.301,0.268,0.335
20/02/2007 19.00,0.872,0.705,0.811,0.143,0.069,0.013,0.331,0.237,0.392
20/02/2007 20.00,0.457,0.815,0.586,0.111,0.041,0.117,0.862,0.436,0.422
20/02/2007 21.00,0.766,0.506,0.575,0.113,0.376,0.352,0.867,0.656,0.429
20/02/2007 22.00,0.621,0.503,0.778,0.318,0.257,0.872,0.721,0.414,0.381
20/02/2007 23.00,0.714,0.872,0.872,0.373,0.811,0.872,0.872,0.872,0.779
21/02/2007 00.00,0.782,0.872,0.872,0.428,0.82,0.872,0.872,0.872,0.801
21/02/2007 01.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.862
21/02/2007 02.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
21/02/2007 03.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
21/02/2007 04.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
21/02/2007 05.00,0.872,0.872,0.872,0.872,0.51,0.872,0.872,0.872,0.872
21/02/2007 06.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
21/02/2007 07.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
21/02/2007 08.00,0.872,0.872,0.872,0.872,0.872,0.872,0.753,0.555,0.872
21/02/2007 09.00,0.872,0.872,0.872,0.872,0.872,0.872,0.629,0.525,0.872
21/02/2007 10.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.664
21/02/2007 11.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
21/02/2007 12.00,0.642,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
21/02/2007 13.00,0.775,0.872,0.872,0.448,0.46,0.872,0.872,0.848,0.859
21/02/2007 14.00,0.872,0.872,0.872,0.067,0.872,0.872,0.492,0.395,0.423
21/02/2007 15.00,0.872,0.872,0.872,0.215,0.872,0.872,0.342,0.353,0.216
21/02/2007 16.00,0.741,0.872,0.872,0.118,0,0.376,0.186,0.183,0.256
21/02/2007 17.00,0.872,0.872,0.872,0.179,0.14,0.491,0.077,0.031,0.152
21/02/2007 18.00,0.872,0.872,0.872,0.143,0.346,0.192,0.526,0.509,0.863
21/02/2007 19.00,0.034,0.872,0.83,0.088,0.062,0.229,0.872,0.872,0.69
21/02/2007 20.00,0.036,0.477,0.539,0.149,0.239,0.199,0.872,0.263,0.87
21/02/2007 21.00,0.257,0.257,0.355,0.047,0.232,0.257,0.617,0.668,0.872
21/02/2007 22.00,0.232,0.397,0.505,0.06,0,0.411,0.386,0.465,0.212
21/02/2007 23.00,0.767,0.647,0.421,0.158,0.184,0.565,0.872,0.872,0.152
22/02/2007 00.00,0.749,0.529,0.691,0.334,0.872,0.872,0.872,0.872,0.872
22/02/2007 01.00,0.872,0.852,0.872,0.825,0.63,0.872,0.872,0.872,0.872
22/02/2007 02.00,0.872,0.872,0.722,0.618,0.13,0.815,0.872,0.872,0.579
22/02/2007 03.00,0.832,0.872,0.872,0.633,0.086,0.42,0.872,0.872,0.872
22/02/2007 04.00,0.83,0.872,0.872,0.575,0.771,0.13,0.872,0.872,0.872
22/02/2007 05.00,0.872,0.872,0.872,0.512,0.668,0.19,0.872,0.872,0.872
22/02/2007 06.00,0.872,0.872,0.682,0.415,0.872,0.237,0.872,0.872,0.872
22/02/2007 07.00,0.872,0.723,0.474,0.56,0.872,0.432,0.872,0.872,0.872
22/02/2007 08.00,0.685,0.565,0.44,0.872,0.872,0.291,0.872,0.872,0.872
22/02/2007 09.00,0.45,0.409,0.414,0.872,0.872,0.631,0.872,0.872,0.872
22/02/2007 10.00,0.357,0.382,0.311,0.872,0.872,0.49,0.872,0.872,0.872
22/02/2007 11.00,0.193,0.19,0.439,0.872,0.872,0.791,0.657,0.872,0.872
22/02/2007 12.00,0.151,0.271,0.392,0.637,0.872,0.872,0.557,0.5,0.872
22/02/2007 13.00,0.352,0.422,0.593,0.397,0.504,0.73,0.462,0.578,0.767
22/02/2007 14.00,0.186,0.315,0.474,0.232,0.21,0.416,0.488,0.58,0.872
22/02/2007 15.00,0.144,0.219,0.365,0.06,0.171,0.651,0.396,0.379,0.509
22/02/2007 16.00,0.257,0.144,0.321,0.278,0.254,0.872,0.252,0.353,0.451
22/02/2007 17.00,0.872,0.455,0.599,0.872,0.579,0.872,0.376,0.413,0.433
22/02/2007 18.00,0.714,0.871,0.836,0.569,0.707,0.872,0.584,0.39,0.523
22/02/2007 19.00,0.872,0.872,0.872,0.713,0.333,0.872,0.82,0.799,0.807
22/02/2007 20.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.792,0.872
22/02/2007 21.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
22/02/2007 22.00,0.872,0.872,0.872,0.604,0.872,0.872,0.872,0.583,0.872
22/02/2007 23.00,0.872,0.872,0.872,0.104,0.872,0.238,0.872,0.872,0.872
23/02/2007 00.00,0.872,0.872,0.872,0.141,0.467,0.4,0.872,0.872,0.872
23/02/2007 01.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
23/02/2007 02.00,0.872,0.872,0.872,0.273,0.872,0.119,0.872,0.872,0.872
23/02/2007 03.00,0.872,0.872,0.872,0.872,0.872,0.834,0.872,0.872,0.872
23/02/2007 04.00,0.872,0.872,0.872,0.872,0.759,0.872,0.872,0.872,0.872
23/02/2007 05.00,0.548,0.872,0.872,0.872,0.872,0.872,0.444,0.872,0.872
23/02/2007 06.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
23/02/2007 07.00,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
23/02/2007 08.00,0.872,0.853,0.872,0.872,0.872,0.603,0.872,0.872,0.872
23/02/2007 09.00,0.841,0.872,0.599,0.872,0.872,0.373,0.872,0.872,0.872
23/02/2007 10.00,0.872,0.872,0.872,0.872,0.872,0.425,0.872,0.872,0.872
23/02/2007 11.00,0.53,0.872,0.197,0.872,0.872,0.837,0.872,0.872,0.846
23/02/2007 12.00,0.439,0.872,0.462,0.872,0.872,0.77,0.872,0.872,0.857
23/02/2007 13.00,0.532,0.683,0.271,0.872,0.872,0.872,0.872,0.471,0.303
23/02/2007 14.00,0.11,0.164,0.062,0.872,0.862,0.165,0.357,0.047,0
23/02/2007 15.00,0.073,0.101,0.255,0.872,0.22,0.088,0.057,0,0.033
23/02/2007 16.00,0.035,0.169,0.376,0.753,0.051,0.183,0,0,0.034
23/02/2007 17.00,0.143,0.301,0.619,0.38,0,0.342,0,0.024,0.047
23/02/2007 18.00,0.302,0.496,0.362,0.062,0,0.436,0.025,0.013,0.039
23/02/2007 19.00,0.289,0.587,0.219,0.061,0,0.198,0.068,0.024,0.048
23/02/2007 20.00,0.248,0.521,0.188,0.028,0,0.066,0.071,0.025,0.03
23/02/2007 21.00,0.253,0.347,0.198,0,0,0,0.085,0,0
23/02/2007 22.00,0.13,0.266,0.18,0,0,0,0.024,0.038,0.028
23/02/2007 23.00,0.595,0.311,0.316,0,0,0,0,0,0.036
24/02/2007 00.00,0.773,0.872,0.569,0.762,0,0,0,0,0.069
24/02/2007 01.00,0.857,0.872,0.623,0.872,0.41,0.024,0.036,0,0.059
24/02/2007 02.00,0.872,0.872,0.872,0.872,0.848,0.416,0.049,0.059,0.066
24/02/2007 03.00,0.872,0.872,0.872,0.872,0.869,0.872,0.131,0.185,0.389
24/02/2007 04.00,0.872,0.872,0.872,0.759,0.872,0.872,0.655,0.348,0.627
24/02/2007 05.00,0.872,0.872,0.872,0.576,0.872,0.872,0.508,0.529,0.857
24/02/2007 06.00,0.857,0.587,0.872,0.571,0.377,0.872,0.872,0.872,0.541
24/02/2007 07.00,0.872,0.872,0.872,0.49,0.341,0.872,0.872,0.872,0.528
24/02/2007 08.00,0.872,0.872,0.872,0.465,0.72,0.872,0.872,0.872,0.872
24/02/2007 09.00,0.872,0.872,0.872,0.33,0.697,0.872,0.872,0.872,0.872
24/02/2007 10.00,0.872,0.872,0.872,0.202,0.714,0.872,0.872,0.872,0.872
24/02/2007 11.00,0.872,0.827,0.872,0.174,0.482,0.522,0.872,0.872,0.872
24/02/2007 12.00,0.832,0.618,0.868,0.2,0.306,0.537,0.872,0.872,0.872
24/02/2007 13.00,0.211,0.063,0.2,0.106,0.171,0.283,0.58,0.344,0.456
24/02/2007 14.00,0.048,0,0.042,0,0,0.051,0.105,0.054,0.121
24/02/2007 15.00,0.026,0.001,0.046,0,0.002,0.041,0.067,0.037,0.047
24/02/2007 16.00,0,0.006,0.033,0,0.011,0.031,0.083,0.066,0.067
24/02/2007 17.00,0,0,0.016,0,0.004,0.031,0.059,0.048,0.039
24/02/2007 18.00,0,0,0,0.027,0.028,0.069,0.044,0.036,0.128
24/02/2007 19.00,0,0,0,0.008,0.026,0.049,0.043,0.028,0.19
24/02/2007 20.00,0,0,0,0.032,0.046,0.061,0.048,0.032,0.222
24/02/2007 21.00,0,0,0,0.069,0.078,0.13,0.061,0.046,0.211
24/02/2007 22.00,0,0,0,0.074,0.118,0.187,0.113,0.144,0.224
24/02/2007 23.00,0.049,0.009,0.056,0.396,0.241,0.498,0.651,0.479,0.325
25/02/2007 00.00,0.094,0.067,0.176,0.539,0.394,0.658,0.872,0.841,0.693
25/02/2007 01.00,0.185,0.617,0.872,0.44,0.631,0.795,0.872,0.872,0.872
25/02/2007 02.00,0.775,0.625,0.872,0.553,0.67,0.872,0.872,0.872,0.872
25/02/2007 03.00,0.742,0.831,0.872,0.699,0.872,0.872,0.872,0.872,0.872
25/02/2007 04.00,0.83,0.631,0.872,0.571,0.872,0.872,0.872,0.872,0.872
25/02/2007 05.00,0.779,0.664,0.872,0.21,0.35,0.872,0.872,0.872,0.872
25/02/2007 06.00,0.758,0.683,0.872,0.171,0.364,0.828,0.872,0.872,0.872
25/02/2007 07.00,0.863,0.665,0.872,0.16,0.161,0.576,0.872,0.872,0.872
25/02/2007 08.00,0.872,0.872,0.872,0.388,0.705,0.855,0.872,0.872,0.872
25/02/2007 09.00,0.872,0.872,0.872,0.437,0.872,0.872,0.872,0.872,0.832
25/02/2007 10.00,0.872,0.872,0.872,0.334,0.872,0.872,0.872,0.872,0.828
25/02/2007 11.00,0.872,0.872,0.872,0.206,0.872,0.872,0.872,0.872,0.872
25/02/2007 12.00,0.872,0.872,0.872,0.289,0.872,0.872,0.872,0.872,0.872
25/02/2007 13.00,0.872,0.872,0.872,0.14,0.872,0.872,0.872,0.872,0.872
25/02/2007 14.00,0.872,0.872,0.872,0.121,0.872,0.872,0.872,0.872,0.872
25/02/2007 15.00,0.872,0.872,0.872,0.056,0.872,0.872,0.872,0.872,0.872
25/02/2007 16.00,0.872,0.872,0.872,0.031,0.872,0.872,0.872,0.872,0.872
25/02/2007 17.00,0.872,0.872,0.872,0.076,0.872,0.872,0.872,0.872,0.872
25/02/2007 18.00,0.872,0.872,0.872,0.087,0.872,0.872,0.872,0.872,0.872
25/02/2007 19.00,0.872,0.872,0.872,0.223,0.872,0.872,0.872,0.872,0.872
25/02/2007 20.00,0.872,0.872,0.872,0.079,0.032,0.353,0.872,0.872,0.872
25/02/2007 21.00,0.872,0.872,0.872,0.036,0.052,0.668,0.872,0.872,0.872
25/02/2007 22.00,0.872,0.872,0.872,0,0.139,0.393,0.872,0.872,0.872
25/02/2007 23.00,0.872,0.872,0.872,0.012,0.22,0.767,0.872,0.872,0.872
26/02/2007 00.00,0.583,0.872,0.872,0.263,0.872,0.872,0.872,0.872,0.872
26/02/2007 01.00,0.854,0.872,0.872,0.596,0.872,0.872,0.69,0.872,0.872
26/02/2007 02.00,0.872,0.872,0.872,0.077,0.872,0.872,0.673,0.865,0.872
26/02/2007 03.00,0.872,0.872,0.872,0.231,0.325,0.872,0.872,0.872,0.872
26/02/2007 04.00,0.668,0.872,0.872,0.772,0.872,0.872,0.732,0.872,0.872
26/02/2007 05.00,0.743,0.872,0.872,0.872,0.872,0.872,0.872,0.763,0.847
26/02/2007 06.00,0.729,0.872,0.772,0.872,0.71,0.872,0.872,0.829,0.872
26/02/2007 07.00,0.843,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.793
26/02/2007 08.00,0.545,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872
26/02/2007 09.00,0.77,0.872,0.872,0.666,0.872,0.872,0.825,0.872,0.872
26/02/2007 10.00,0.64,0.872,0.786,0.146,0.808,0.872,0.872,0.767,0.872
26/02/2007 11.00,0.254,0.872,0.872,0.03,0.123,0.679,0.701,0.667,0.754
26/02/2007 12.00,0.124,0.872,0.872,0,0.07,0.245,0.598,0.743,0.527
26/02/2007 13.00,0,0.301,0.453,0,0.04,0.136,0.318,0.279,0.224
26/02/2007 14.00,0,0.062,0.128,0,0,0.03,0.043,0.026,0.046
26/02/2007 15.00,0,0,0.075,0,0,0.039,0.088,0.064,0.077
26/02/2007 16.00,0,0,0.053,0,0,0.028,0.133,0.088,0.142
26/02/2007 17.00,0,0,0.038,0.015,0,0.045,0.112,0.132,0.09
26/02/2007 18.00,0,0,0.029,0.049,0.029,0.111,0.178,0.17,0.165
26/02/2007 19.00,0,0.008,0.063,0.063,0.055,0.152,0.173,0.153,0.147
26/02/2007 20.00,0.023,0.064,0.161,0.137,0.123,0.212,0.158,0.187,0.115
26/02/2007 21.00,0.033,0.117,0.113,0.247,0.252,0.276,0.304,0.237,0.181
26/02/2007 22.00,0,0.11,0.333,0.25,0.288,0.321,0.157,0.18,0.275
26/02/2007 23.00,0,0.057,0.396,0.376,0.647,0.498,0.147,0.318,0.13
27/02/2007 00.00,0.046,0.179,0.667,0.872,0.872,0.872,0.169,0.175,0.211
27/02/2007 01.00,0.16,0.65,0.722,0.872,0.872,0.872,0.245,0.181,0.314
27/02/2007 02.00,0.376,0.459,0.479,0.872,0.872,0.872,0.15,0.094,0.352
27/02/2007 03.00,0.483,0.48,0.314,0.752,0.872,0.872,0.165,0.044,0.336
27/02/2007 04.00,0.291,0.384,0.33,0.586,0.872,0.872,0.092,0,0.259
27/02/2007 05.00,0.154,0.323,0.361,0.239,0.872,0.528,0,0,0.197
27/02/2007 06.00,0.184,0.177,0.189,0.179,0.872,0.474,0,0,0.113
27/02/2007 07.00,0.157,0.066,0.1,0.207,0.464,0.295,0,0,0.05
27/02/2007 08.00,0.06,0.086,0.067,0.672,0.291,0.28,0.025,0,0.031
27/02/2007 09.00,0.13,0,0,0.514,0.104,0.482,0.052,0.028,0.061
27/02/2007 10.00,0.095,0.041,0.058,0.148,0.156,0.366,0.115,0.075,0.091
27/02/2007 11.00,0.099,0.03,0.057,0.133,0.11,0.277,0.13,0.09,0.141
27/02/2007 12.00,0.11,0.171,0.149,0.038,0.128,0.322,0.167,0.12,0.149
27/02/2007 13.00,0.18,0.198,0.297,0.065,0.129,0.185,0.213,0.134,0.176
27/02/2007 14.00,0.03,0.041,0.106,0.008,0.017,0,0.056,0.039,0.047
27/02/2007 15.00,0,0,0.027,0,0,0,0,0,0
27/02/2007 16.00,0.014,0.025,0.028,0,0,0,0,0,0
27/02/2007 17.00,0.034,0.032,0.028,0,0,0,0,0,0
27/02/2007 18.00,0,0.009,0,0,0,0,0,0,0
27/02/2007 19.00,0,0,0,0,0,0,0,0,0
27/02/2007 20.00,0,0,0,0,0,0,0,0,0.075
27/02/2007 21.00,0,0,0,0,0,0,0,0,0.12
27/02/2007 22.00,0,0,0,0,0,0,0,0,0.07
27/02/2007 23.00,0,0,0,0,0,0.099,0,0.025,0.06
28/02/2007 00.00,0,0.031,0,0,0,0,0,0.003,0.07
28/02/2007 01.00,0,0.042,0.007,0.872,0,0,0.064,0,0.091
28/02/2007 02.00,0,0.049,0.054,0.708,0.872,0.083,0.075,0,0.038
28/02/2007 03.00,0.026,0.041,0.058,0.634,0.872,0.872,0.036,0.046,0
28/02/2007 04.00,0.027,0.046,0.034,0.448,0.872,0.872,0,0,0
28/02/2007 05.00,0.476,0.083,0.047,0.551,0.872,0.872,0,0,0
28/02/2007 06.00,0.872,0.356,0.21,0.099,0.872,0.725,0,0,0
28/02/2007 07.00,0.872,0.872,0.872,0.025,0.872,0.872,0.408,0.362,0
28/02/2007 08.00,0.872,0.872,0.872,0.064,0.41,0.872,0.872,0.872,0.004
28/02/2007 09.00,0.872,0.872,0.872,0.053,0.52,0.676,0.872,0.872,0.26
28/02/2007 10.00,0.872,0.872,0.872,0.093,0.748,0.697,0.872,0.872,0.326
28/02/2007 11.00,0.872,0.872,0.872,0.131,0.791,0.687,0.872,0.872,0.872
28/02/2007 12.00,0.872,0.872,0.872,0.238,0.603,0.823,0.872,0.872,0.872
28/02/2007 13.00,0.544,0.651,0.856,0.228,0.205,0.322,0.713,0.652,0.614
28/02/2007 14.00,0.113,0.14,0.214,0.011,0.009,0.028,0.173,0.204,0.149
28/02/2007 15.00,0.09,0.086,0.131,0,0,0.024,0.121,0.129,0.098
28/02/2007 16.00,0.087,0.1,0.143,0,0.016,0.034,0.102,0.12,0.099
28/02/2007 17.00,0.062,0.094,0.139,0.005,0.025,0.042,0.091,0.108,0.102
28/02/2007 18.00,0.043,0.049,0.079,0.012,0.008,0.03,0.086,0.064,0.054
28/02/2007 19.00,0.024,0.027,0.038,0.02,0,0.025,0.07,0.038,0.023
28/02/2007 20.00,0,0,0.009,0,0,0.02,0.037,0.033,0
28/02/2007 21.00,0,0,0,0.022,0,0.027,0.027,0.017,0.21
28/02/2007 22.00,0.022,0,0.03,0.031,0.035,0.071,0.048,0.025,0.216
28/02/2007 23.00,0.041,0.079,0.102,0.113,0.109,0.153,0.112,0.089,0.314
01/03/2007 00.00,0.135,0.233,0.206,0.177,0.268,0.326,0.377,0.582,0.52
01/03/2007 01.00,0.336,0.737,0.694,0.306,0.478,0.701,0.717,0.82,0.518
01/03/2007 02.00,0.623,0.865,0.872,0.383,0.702,0.869,0.872,0.641,0.649
01/03/2007 03.00,0.872,0.872,0.872,0.485,0.817,0.782,0.872,0.872,0.715
01/03/2007 04.00,0.872,0.872,0.872,0.52,0.872,0.864,0.872,0.872,0.73
01/03/2007 05.00,0.872,0.872,0.872,0.825,0.84,0.792,0.872,0.872,0.722
01/03/2007 06.00,0.872,0.872,0.872,0.535,0.62,0.709,0.872,0.872,0.824
01/03/2007 07.00,0.872,0.872,0.872,0.476,0.604,0.844,0.872,0.872,0.858
01/03/2007 08.00,0.872,0.872,0.872,0.434,0.596,0.749,0.872,0.872,0.872
01/03/2007 09.00,0.872,0.872,0.872,0.336,0.564,0.357,0.872,0.872,0.872
01/03/2007 10.00,0.872,0.872,0.872,0.114,0.321,0.181,0.872,0.872,0.865
01/03/2007 11.00,0.852,0.872,0.872,0.047,0.162,0.156,0.872,0.856,0.872
01/03/2007 12.00,0.815,0.872,0.872,0.044,0.138,0.267,0.762,0.849,0.872
01/03/2007 13.00,0.568,0.593,0.856,0.077,0.199,0.298,0.825,0.789,0.872
01/03/2007 14.00,0.44,0.209,0.351,0.053,0.111,0.074,0.562,0.55,0.872
01/03/2007 15.00,0.183,0.388,0.478,0,0.075,0.102,0.872,0.872,0.872
01/03/2007 16.00,0.872,0.872,0.872,0.049,0.1,0.099,0.872,0.872,0.872
01/03/2007 17.00,0.872,0.872,0.872,0.136,0.304,0.339,0.872,0.872,0.872
